datetime,strategy_returns
2024-07-01 09:15:00,
2024-07-01 09:20:00,0.0
2024-07-01 09:25:00,-0.0
2024-07-01 09:30:00,-0.0
2024-07-01 09:35:00,-0.0
2024-07-01 09:40:00,-0.0
2024-07-01 09:45:00,0.0
2024-07-01 09:50:00,-0.0
2024-07-01 09:55:00,0.0
2024-07-01 10:00:00,0.0
2024-07-01 10:05:00,-0.0
2024-07-01 10:10:00,0.0
2024-07-01 10:15:00,-0.0
2024-07-01 10:20:00,-0.0
2024-07-01 10:25:00,0.0
2024-07-01 10:30:00,-0.0
2024-07-01 10:35:00,0.0
2024-07-01 10:40:00,0.0
2024-07-01 10:45:00,-0.0
2024-07-01 10:50:00,-0.0
2024-07-01 10:55:00,-0.0
2024-07-01 11:00:00,0.0
2024-07-01 11:05:00,-0.0
2024-07-01 11:10:00,-0.0
2024-07-01 11:15:00,0.0
2024-07-01 11:20:00,-0.0
2024-07-01 11:25:00,0.0
2024-07-01 11:30:00,-0.0
2024-07-01 11:35:00,0.0
2024-07-01 11:40:00,-0.0
2024-07-01 11:45:00,-0.0002
2024-07-01 11:50:00,0.03345920063136452
2024-07-01 11:55:00,-0.0
2024-07-01 12:00:00,0.0
2024-07-01 12:05:00,-0.0
2024-07-01 12:10:00,-0.0
2024-07-01 12:15:00,0.0
2024-07-01 12:20:00,-0.0002
2024-07-01 12:25:00,-0.00100121874239103
2024-07-01 12:30:00,0.0
2024-07-01 12:35:00,-0.0002
2024-07-01 12:40:00,0.03915509435179485
2024-07-01 12:45:00,-0.0
2024-07-01 12:50:00,-0.0
2024-07-01 12:55:00,-0.0
2024-07-01 13:00:00,0.0
2024-07-01 13:05:00,-0.0
2024-07-01 13:10:00,-0.0002
2024-07-01 13:15:00,-0.0005413098406912287
2024-07-01 13:20:00,0.013132727247989506
2024-07-01 13:25:00,-0.0
2024-07-01 13:30:00,-0.0
2024-07-01 13:35:00,-0.0
2024-07-01 13:40:00,-0.0
2024-07-01 13:45:00,0.0
2024-07-01 13:50:00,-0.0
2024-07-01 13:55:00,-0.0
2024-07-01 14:00:00,0.0
2024-07-01 14:05:00,-0.0
2024-07-01 14:10:00,-0.0
2024-07-01 14:15:00,-0.0
2024-07-01 14:20:00,0.0
2024-07-01 14:25:00,-0.0
2024-07-01 14:30:00,-0.0
2024-07-01 14:35:00,0.0
2024-07-01 14:40:00,-0.0002
2024-07-01 14:45:00,0.013396927219257537
2024-07-01 14:50:00,0.0
2024-07-01 14:55:00,0.0
2024-07-01 15:00:00,-0.0
2024-07-01 15:05:00,-0.0002
2024-07-01 15:10:00,0.0037663342230740194
2024-07-01 15:15:00,0.0
2024-07-01 15:20:00,-0.0002
2024-07-01 15:25:00,0.04818911997749016
2024-07-02 09:15:00,0.007621493562019999
2024-07-02 09:20:00,-0.0002
2024-07-02 09:25:00,0.02003029683062938
2024-07-02 09:30:00,0.0
2024-07-02 09:35:00,-0.0002
2024-07-02 09:40:00,0.021431751508119025
2024-07-02 09:45:00,0.0
2024-07-02 09:50:00,0.0
2024-07-02 09:55:00,0.0
2024-07-02 10:00:00,-0.0
2024-07-02 10:05:00,-0.0
2024-07-02 10:10:00,0.0
2024-07-02 10:15:00,-0.0
2024-07-02 10:20:00,0.0
2024-07-02 10:25:00,-0.0
2024-07-02 10:30:00,0.0
2024-07-02 10:35:00,-0.0
2024-07-02 10:40:00,0.0
2024-07-02 10:45:00,-0.0002
2024-07-02 10:50:00,0.02181615283783154
2024-07-02 10:55:00,-0.0
2024-07-02 11:00:00,0.0
2024-07-02 11:05:00,-0.0002
2024-07-02 11:10:00,0.021058877758663976
2024-07-02 11:15:00,-0.0002
2024-07-02 11:20:00,0.04772420116817087
2024-07-02 11:25:00,-0.0
2024-07-02 11:30:00,-0.0
2024-07-02 11:35:00,0.0
2024-07-02 11:40:00,-0.0
2024-07-02 11:45:00,-0.0
2024-07-02 11:50:00,0.0
2024-07-02 11:55:00,0.0
2024-07-02 12:00:00,-0.0
2024-07-02 12:05:00,-0.0
2024-07-02 12:10:00,-0.0
2024-07-02 12:15:00,0.0
2024-07-02 12:20:00,0.0
2024-07-02 12:25:00,-0.0
2024-07-02 12:30:00,0.0
2024-07-02 12:35:00,-0.0
2024-07-02 12:40:00,-0.0
2024-07-02 12:45:00,-0.0002
2024-07-02 12:50:00,0.019776010563865222
2024-07-02 12:55:00,-0.0
2024-07-02 13:00:00,-0.0
2024-07-02 13:05:00,0.0
2024-07-02 13:10:00,0.0
2024-07-02 13:15:00,-0.0
2024-07-02 13:20:00,-0.0
2024-07-02 13:25:00,0.0
2024-07-02 13:30:00,0.0
2024-07-02 13:35:00,-0.0
2024-07-02 13:40:00,0.0
2024-07-02 13:45:00,-0.0002
2024-07-02 13:50:00,0.0122371391527065
2024-07-02 13:55:00,-0.0
2024-07-02 14:00:00,0.0
2024-07-02 14:05:00,-0.0
2024-07-02 14:10:00,-0.0
2024-07-02 14:15:00,-0.0
2024-07-02 14:20:00,0.0
2024-07-02 14:25:00,0.0
2024-07-02 14:30:00,-0.0
2024-07-02 14:35:00,-0.0002
2024-07-02 14:40:00,0.015101330073210439
2024-07-02 14:45:00,-0.0
2024-07-02 14:50:00,-0.0
2024-07-02 14:55:00,-0.0
2024-07-02 15:00:00,0.0
2024-07-02 15:05:00,-0.0002
2024-07-02 15:10:00,0.034590111209916265
2024-07-02 15:15:00,-0.0
2024-07-02 15:20:00,0.0
2024-07-02 15:25:00,0.0
2024-07-03 09:15:00,-0.0
2024-07-03 09:20:00,-0.0
2024-07-03 09:25:00,-0.0002
2024-07-03 09:30:00,-0.014748503264645163
2024-07-03 09:35:00,-0.009380014366037415
2024-07-03 09:40:00,0.039985659984671275
2024-07-03 09:45:00,-0.0
2024-07-03 09:50:00,0.0
2024-07-03 09:55:00,-0.0
2024-07-03 10:00:00,0.0
2024-07-03 10:05:00,0.0
2024-07-03 10:10:00,-0.0
2024-07-03 10:15:00,0.0
2024-07-03 10:20:00,-0.0
2024-07-03 10:25:00,-0.0
2024-07-03 10:30:00,0.0
2024-07-03 10:35:00,-0.0
2024-07-03 10:40:00,-0.0
2024-07-03 10:45:00,0.0
2024-07-03 10:50:00,-0.0002
2024-07-03 10:55:00,0.026926872935722358
2024-07-03 11:00:00,0.0
2024-07-03 11:05:00,-0.0
2024-07-03 11:10:00,-0.0
2024-07-03 11:15:00,0.0
2024-07-03 11:20:00,-0.0002
2024-07-03 11:25:00,0.0005148088147719278
2024-07-03 11:30:00,0.0
2024-07-03 11:35:00,-0.0
2024-07-03 11:40:00,-0.0
2024-07-03 11:45:00,-0.0
2024-07-03 11:50:00,0.0
2024-07-03 11:55:00,-0.0
2024-07-03 12:00:00,0.0
2024-07-03 12:05:00,0.0
2024-07-03 12:10:00,-0.0
2024-07-03 12:15:00,0.0
2024-07-03 12:20:00,-0.0
2024-07-03 12:25:00,0.0
2024-07-03 12:30:00,-0.0002
2024-07-03 12:35:00,0.03997866331475184
2024-07-03 12:40:00,-0.0
2024-07-03 12:45:00,0.0
2024-07-03 12:50:00,0.0
2024-07-03 12:55:00,0.0
2024-07-03 13:00:00,-0.0002
2024-07-03 13:05:00,0.028200517405476
2024-07-03 13:10:00,-0.0
2024-07-03 13:15:00,-0.0
2024-07-03 13:20:00,-0.0002
2024-07-03 13:25:00,0.0323416356931898
2024-07-03 13:30:00,0.0
2024-07-03 13:35:00,0.0
2024-07-03 13:40:00,-0.0
2024-07-03 13:45:00,-0.0
2024-07-03 13:50:00,0.0
2024-07-03 13:55:00,-0.0
2024-07-03 14:00:00,0.0
2024-07-03 14:05:00,0.0
2024-07-03 14:10:00,0.0
2024-07-03 14:15:00,-0.0
2024-07-03 14:20:00,0.0
2024-07-03 14:25:00,-0.0002
2024-07-03 14:30:00,0.0037289419703856242
2024-07-03 14:35:00,0.0
2024-07-03 14:40:00,-0.0
2024-07-03 14:45:00,0.0
2024-07-03 14:50:00,-0.0
2024-07-03 14:55:00,-0.0002
2024-07-03 15:00:00,0.018916950371333098
2024-07-03 15:05:00,-0.0002
2024-07-03 15:10:00,0.03290643097265598
2024-07-03 15:15:00,0.0
2024-07-03 15:20:00,-0.0002
2024-07-03 15:25:00,0.013072009533351614
2024-07-04 09:15:00,-0.0002
2024-07-04 09:20:00,0.013262983148926133
2024-07-04 09:25:00,-0.0002
2024-07-04 09:30:00,0.02467098230558438
2024-07-04 09:35:00,-0.0
2024-07-04 09:40:00,0.0
2024-07-04 09:45:00,0.0
2024-07-04 09:50:00,0.0
2024-07-04 09:55:00,-0.0
2024-07-04 10:00:00,0.0
2024-07-04 10:05:00,0.0
2024-07-04 10:10:00,-0.0
2024-07-04 10:15:00,-0.0
2024-07-04 10:20:00,0.0
2024-07-04 10:25:00,-0.0
2024-07-04 10:30:00,0.0
2024-07-04 10:35:00,-0.0002
2024-07-04 10:40:00,0.050467699082532326
2024-07-04 10:45:00,0.0
2024-07-04 10:50:00,-0.0
2024-07-04 10:55:00,-0.0
2024-07-04 11:00:00,-0.0
2024-07-04 11:05:00,-0.0002
2024-07-04 11:10:00,0.0199400911792744
2024-07-04 11:15:00,0.0
2024-07-04 11:20:00,0.0
2024-07-04 11:25:00,-0.0
2024-07-04 11:30:00,0.0
2024-07-04 11:35:00,-0.0
2024-07-04 11:40:00,0.0
2024-07-04 11:45:00,-0.0
2024-07-04 11:50:00,-0.0002
2024-07-04 11:55:00,0.03248133407956908
2024-07-04 12:00:00,0.0
2024-07-04 12:05:00,-0.0002
2024-07-04 12:10:00,0.038898673223364245
2024-07-04 12:15:00,0.0
2024-07-04 12:20:00,-0.0
2024-07-04 12:25:00,-0.0
2024-07-04 12:30:00,0.0
2024-07-04 12:35:00,0.0
2024-07-04 12:40:00,-0.0
2024-07-04 12:45:00,-0.0
2024-07-04 12:50:00,0.0
2024-07-04 12:55:00,-0.0
2024-07-04 13:00:00,0.0
2024-07-04 13:05:00,-0.0
2024-07-04 13:10:00,-0.0
2024-07-04 13:15:00,-0.0
2024-07-04 13:20:00,-0.0002
2024-07-04 13:25:00,0.02450547082045327
2024-07-04 13:30:00,-0.0
2024-07-04 13:35:00,0.0
2024-07-04 13:40:00,-0.0
2024-07-04 13:45:00,-0.0002
2024-07-04 13:50:00,0.00724510540366774
2024-07-04 13:55:00,0.030626184660914803
2024-07-04 14:00:00,-0.0
2024-07-04 14:05:00,0.0
2024-07-04 14:10:00,-0.0
2024-07-04 14:15:00,-0.0
2024-07-04 14:20:00,-0.0
2024-07-04 14:25:00,0.0
2024-07-04 14:30:00,0.0
2024-07-04 14:35:00,-0.0
2024-07-04 14:40:00,-0.0
2024-07-04 14:45:00,-0.0002
2024-07-04 14:50:00,0.025273078840345665
2024-07-04 14:55:00,-0.0
2024-07-04 15:00:00,0.0
2024-07-04 15:05:00,-0.0
2024-07-04 15:10:00,-0.0
2024-07-04 15:15:00,0.0
2024-07-04 15:20:00,0.0
2024-07-04 15:25:00,0.0
2024-07-05 09:15:00,-0.0
2024-07-05 09:20:00,-0.0002
2024-07-05 09:25:00,-0.013777147702246584
2024-07-05 09:30:00,0.0074608752167421915
2024-07-05 09:35:00,0.0
2024-07-05 09:40:00,0.0
2024-07-05 09:45:00,-0.0
2024-07-05 09:50:00,0.0
2024-07-05 09:55:00,0.0
2024-07-05 10:00:00,0.0
2024-07-05 10:05:00,-0.0002
2024-07-05 10:10:00,0.04383450529204178
2024-07-05 10:15:00,0.0
2024-07-05 10:20:00,0.0
2024-07-05 10:25:00,0.0
2024-07-05 10:30:00,-0.0
2024-07-05 10:35:00,-0.0
2024-07-05 10:40:00,0.0
2024-07-05 10:45:00,-0.0
2024-07-05 10:50:00,0.0
2024-07-05 10:55:00,-0.0
2024-07-05 11:00:00,0.0
2024-07-05 11:05:00,0.0
2024-07-05 11:10:00,-0.0002
2024-07-05 11:15:00,0.026694695931090286
2024-07-05 11:20:00,0.0
2024-07-05 11:25:00,-0.0
2024-07-05 11:30:00,-0.0
2024-07-05 11:35:00,0.0
2024-07-05 11:40:00,-0.0
2024-07-05 11:45:00,0.0
2024-07-05 11:50:00,-0.0
2024-07-05 11:55:00,0.0
2024-07-05 12:00:00,-0.0
2024-07-05 12:05:00,-0.0
2024-07-05 12:10:00,-0.0
2024-07-05 12:15:00,-0.0002
2024-07-05 12:20:00,0.024128162048080305
2024-07-05 12:25:00,-0.0
2024-07-05 12:30:00,0.0
2024-07-05 12:35:00,-0.0
2024-07-05 12:40:00,-0.0
2024-07-05 12:45:00,0.0
2024-07-05 12:50:00,0.0
2024-07-05 12:55:00,0.0
2024-07-05 13:00:00,0.0
2024-07-05 13:05:00,-0.0
2024-07-05 13:10:00,-0.0
2024-07-05 13:15:00,-0.0002
2024-07-05 13:20:00,0.02909118555025867
2024-07-05 13:25:00,0.0
2024-07-05 13:30:00,-0.0
2024-07-05 13:35:00,0.0
2024-07-05 13:40:00,-0.0002
2024-07-05 13:45:00,0.041815797693915836
2024-07-05 13:50:00,0.0
2024-07-05 13:55:00,0.0
2024-07-05 14:00:00,-0.0
2024-07-05 14:05:00,-0.0
2024-07-05 14:10:00,0.0
2024-07-05 14:15:00,-0.0
2024-07-05 14:20:00,-0.0002
2024-07-05 14:25:00,0.031100051777881645
2024-07-05 14:30:00,-0.0002
2024-07-05 14:35:00,0.003763717069918493
2024-07-05 14:40:00,-0.0
